business_type,location,monthly_kwh,monthly_bill_ngn,operating_hours_per_day,roof_size_sqm,avg_sun_hours,recommended_system_size_kw,installation_cost_ngn,annual_savings_ngn,roi_percent,payback_years
Salon/Personal Services,Kano,742.37047355111,74237.04735511099,6.251209413920799,223.6752331872228,6.2,5.116973211683967,4165631.4221809236,890844.5682613319,21.385583071939877,4.676047394340651
Salon/Personal Services,Lagos,186.97290855547027,18697.290855547028,15.198327794659527,436.1590997625859,5.0,1.598059047482652,950728.6054736619,224367.49026656433,23.599530820341975,4.237372376649263
Retail Store/Trading,Kaduna,465.08177498905366,46508.17749890537,14.107954826484876,267.76547440777244,6.0,3.3125482549077896,2038762.550325207,558098.1299868644,27.37435656240797,3.653053899989222
Bakery/Food Processing,Kaduna,2085.6314454181384,208563.14454181385,11.450203952840473,276.7538503074161,6.0,14.854924824915514,13000958.103691274,2502757.734501766,19.250563801072285,5.194653051898141
Small Manufacturing Plant,Port Harcourt,5771.554704209053,577155.4704209053,9.010549198688402,116.24603699811098,4.8,51.38492436083558,42663288.09984068,6925865.645050863,16.23378308029832,6.159993607488954
Agro-processing Unit,Abuja,2961.3577831486455,296135.77831486455,17.63186174741015,257.81156754995266,5.5,23.00977298483796,17927347.020523835,3553629.339778375,19.82239388633499,5.044799360431297
Welding Shop/Technical Services,Ibadan,1124.073527257563,112407.3527257563,10.07166320771481,328.26240987575716,5.3,9.063647212204184,4829956.769660141,1348888.2327090756,27.92754256481657,3.5806945694527776
Small Manufacturing Plant,Lagos,3066.730523212748,306673.05232127476,13.897226616677905,598.7621639556103,5.0,26.21137199327135,17490996.163020138,3680076.627855297,21.039834401403613,4.7528891193805585
Salon/Personal Services,Port Harcourt,443.63065938793846,44363.06593879384,10.256742680762551,270.3872917589566,4.8,3.9497031640664035,2858482.1315572443,532356.7912655261,18.62375788144279,5.369485612763613
Agro-processing Unit,Kaduna,1787.8654459880029,178786.54459880028,16.599283217114685,278.1541105367436,6.0,12.734084373133923,7321646.648032208,2145438.5351856034,29.302677912791914,3.412657378878863
Small Manufacturing Plant,Kano,3855.4604399869445,385546.04399869445,13.916283275165693,293.11838151211794,6.2,26.574720430017535,18051958.658540115,4626552.527984333,25.62908887338704,3.901816427966695
Welding Shop/Technical Services,Lagos,2296.466937615692,229646.69376156921,6.73735548156945,497.54783904722507,5.0,19.627922543723866,14532717.019910604,2755760.3251388306,18.962457752141535,5.273577998543277
Bakery/Food Processing,Kaduna,2398.856719894984,239885.6719894984,13.785184633912632,575.0112608723459,6.0,17.085874073326096,10780343.729061155,2878628.0638739807,26.702562888731528,3.7449588796661892
Bakery/Food Processing,Port Harcourt,1057.4349344289376,105743.49344289376,11.728994273764243,380.99370366999597,4.8,9.41448481507245,7648119.663303772,1268921.9213147252,16.591292725231586,6.02725789099741
Other,Enugu,1288.9523006160175,128895.23006160175,10.817541349068518,235.94642515144375,5.1,10.800672872599442,9031304.835177239,1546742.760739221,17.126459453728163,5.83891844488801
Salon/Personal Services,Enugu,232.43561465777222,23243.56146577722,10.70090940674734,139.46344830801684,5.1,1.9476756716756511,1225952.3521340673,278922.7375893266,22.75151535080413,4.39531162905444
Welding Shop/Technical Services,Abuja,2468.731352984437,246873.1352984437,8.50597122593508,82.21091790649362,5.5,19.182061794750865,16025900.242209127,2962477.6235813242,18.48556136508781,5.409627439762903
Welding Shop/Technical Services,Kano,2104.7322756344684,210473.22756344682,13.14275679263282,529.552183704278,6.2,14.507390926623023,7854745.757428971,2525678.730761362,32.15481199213342,3.109954429976599
Retail Store/Trading,Kano,661.5852899341455,66158.52899341455,10.145770244681348,491.6565348394763,6.2,4.560141231969571,3808135.817524737,793902.3479209747,20.8475323875661,4.796730766066207
Other,Kano,1218.474118418616,121847.4118418616,6.951363415574301,361.2178081722857,6.2,8.398636051961786,4712476.138923441,1462168.9421023391,31.02761476127855,3.2229354647266257
Bakery/Food Processing,Port Harcourt,2343.631527216826,234363.1527216826,10.755751505978647,212.97919104489003,4.8,20.865665306417608,11124964.73684168,2812357.832660191,25.279701097359208,3.955742973972358
Welding Shop/Technical Services,Ibadan,1286.9389140360402,128693.89140360402,7.817346263224287,288.0243163880004,5.3,10.37686594126786,7852279.905148865,1544326.6968432483,19.667239521487367,5.084597657477318
Other,Abuja,1312.6557010746,131265.57010746002,6.967384862035221,566.7627239638412,5.5,10.199344996694638,7025053.302415123,1575186.8412895203,22.422418357281234,4.459822237128449
Other,Kaduna,1583.727149656833,158372.7149656833,13.039487019403952,505.64126901644494,6.0,11.280107903538696,9736495.52667546,1900472.5795881995,19.51906180597937,5.123197057010523
Agro-processing Unit,Lagos,1700.4668920302831,170046.6892030283,11.722066532797493,396.55121977391485,5.0,14.53390506008789,9378375.447977563,2040560.2704363395,21.758142247081654,4.5959806156434455
Other,Kano,1708.7099404010917,170870.99404010916,15.401634720591213,202.3880873423698,6.2,11.777708439489189,7241652.474347707,2050451.92848131,28.31469662131232,3.531734820874985
Agro-processing Unit,Lagos,3852.2004238980107,385220.04238980106,7.492150097170445,531.3234902416336,5.0,32.92478994784624,23057031.615664013,4622640.508677613,20.04872346853694,4.9878487354535554
Bakery/Food Processing,Enugu,2450.5984243278517,245059.84243278517,8.125842278671506,447.1363353120819,5.1,20.5345938019763,14012364.789116105,2940718.109193422,20.986594007869254,4.7649466112749606
Welding Shop/Technical Services,Enugu,1080.571037555997,108057.1037555997,10.86507390166986,333.9558145587207,5.1,9.054558719255882,5774736.947240785,1296685.2450671964,22.454446962935044,4.453460829610603
Other,Enugu,1287.096884046378,128709.6884046378,17.231246978982714,419.7378780118071,5.1,10.78512555762006,8385397.58319718,1544516.2608556536,18.419117823948916,5.429141664427486
Salon/Personal Services,Port Harcourt,462.8306682925041,46283.066829250405,15.716100435190672,572.7930515249249,4.8,4.120643414285114,3312275.094606425,555396.8019510049,16.767834376298953,5.963799364654286
Salon/Personal Services,Lagos,164.34299664348904,16434.299664348906,17.790255267072464,97.37267648502419,5.0,1.404640996952898,1181574.9995337813,197211.5959721869,16.690569456022804,5.9914073191741775
Salon/Personal Services,Kano,679.3514065246949,67935.14065246949,9.36401703061695,122.69881176462947,6.2,4.6825986112813265,4163498.1001176704,815221.687829634,19.580210395835028,5.107197419148843
Agro-processing Unit,Kano,2599.6390992845872,259963.9099284587,13.727478953371362,259.52351476291125,6.2,17.918659355421745,10870578.266445369,3119566.9191415044,28.697341049195067,3.4846433970510624
Retail Store/Trading,Kaduna,243.65232662615915,24365.232662615916,13.1935336759046,546.3218018608711,6.0,1.7354154318102504,1364795.5879578541,292382.791951391,21.423192933154468,4.667838277516528
Retail Store/Trading,Kaduna,506.57229275780134,50657.22927578013,8.595993331569925,293.41754026304847,6.0,3.608064763232203,2373036.0804586224,607886.7513093615,25.616414192567984,3.9037469978531467
Retail Store/Trading,Ibadan,238.6901688390247,23869.01688390247,15.845851013763298,504.4874460226027,5.3,1.9246102954283557,1483552.7213405923,286428.20260682964,19.306910936606464,5.179492479576165
Agro-processing Unit,Lagos,2970.0011585740713,297000.1158574071,10.237234667260674,489.88085044518084,5.0,25.384625286957874,17525359.384666044,3564001.390288885,20.336252809783957,4.9173267531316815
Bakery/Food Processing,Lagos,1742.9679421402243,174296.79421402243,15.911187702600195,397.30233592066133,5.0,14.897161898634396,13370340.470294043,2091561.530568269,15.643292967858663,6.3925159623017995
Bakery/Food Processing,Port Harcourt,2133.4893044617556,213348.93044617557,13.18275591861312,277.77758751861643,4.8,18.994740958527025,15035493.380648468,2560187.1653541066,17.027623241477478,5.872810232047573
Small Manufacturing Plant,Port Harcourt,5852.810509741481,585281.0509741481,12.493365898546138,382.7992351972961,4.8,52.1083556778978,45907280.02420298,7023372.611689777,15.299038862653056,6.536358322751438
Welding Shop/Technical Services,Lagos,1440.9752788294986,144097.52788294986,13.507809473127317,364.38420721561914,5.0,12.31602802418375,10271417.36039202,1729170.3345953983,16.83477823872014,5.940084186556085
Small Manufacturing Plant,Ibadan,3146.934392814587,314693.43928145873,6.715045168237724,382.3976258431241,5.3,25.374410521001348,21851437.627335314,3776321.271377505,17.281797819350206,5.786435013609017
Agro-processing Unit,Port Harcourt,3409.2306733758014,340923.06733758014,12.280816451064098,174.72494392580512,4.8,30.35283719173612,25064391.915420644,4091076.8080509617,16.3222663524263,6.126600181667482
Small Manufacturing Plant,Port Harcourt,4832.826918425622,483282.6918425622,6.9612687193152265,293.008537641075,4.8,43.027305185413304,29416204.60524798,5799392.3021107465,19.71495772461451,5.072290866500213
Retail Store/Trading,Kaduna,330.6934067187361,33069.340671873615,8.2135086127186,161.261672037012,6.0,2.355366144720343,1414904.671818071,396832.08806248335,28.046560023904433,3.5654996518207134
Retail Store/Trading,Port Harcourt,509.3656456351823,50936.56456351823,6.6138024674447715,268.786392511004,4.8,4.534950548746281,2939228.7475216063,611238.7747622188,20.795889917639887,4.808642495995139
Welding Shop/Technical Services,Abuja,2023.4148942294019,202341.48942294018,11.799531419595903,260.53125522167227,5.5,15.7219494501119,7988235.935706353,2428097.873075282,30.395920859347775,3.2899151324526037
Welding Shop/Technical Services,Lagos,2678.2932161415047,267829.3216141505,7.743920309046049,328.13320907975566,5.0,22.89139500975645,16243671.33641709,3213951.859369806,19.785871018975666,5.054111588218425
Bakery/Food Processing,Kano,905.4704088261423,90547.04088261422,6.853868146534917,365.62621732240297,6.2,6.241180099435774,4381452.72656288,1086564.4905913707,24.79918324814949,4.0323908654315055
Bakery/Food Processing,Enugu,1762.2313223092956,176223.13223092956,16.536402154133484,356.8305216130402,5.1,14.766476640768355,10485677.808173027,2114677.586771155,20.16729509963463,4.958523168623228
Salon/Personal Services,Kaduna,773.8641632631526,77386.41632631526,6.584338180799158,103.90422662940759,6.0,5.511853014694819,4903413.284855072,928636.9959157831,18.938583023054935,5.280226080180588
Small Manufacturing Plant,Ibadan,2654.230515496335,265423.0515496335,8.22332220400248,347.69856101792294,5.3,21.401632926111393,18503458.06744575,3185076.618595602,17.213412795521172,5.809423220595709
Welding Shop/Technical Services,Abuja,2291.144362854856,229114.4362854856,6.547021895384026,570.2839894150796,5.5,17.80220950159173,10052642.654362682,2749373.235425827,27.349755979166773,3.656339752214731
Welding Shop/Technical Services,Ibadan,2684.330753300762,268433.0753300762,9.559349785885118,92.45314162455738,5.3,21.64433763345236,14015855.954180153,3221196.9039609144,22.982520043666756,4.351132939729853
Welding Shop/Technical Services,Enugu,1339.7741464381145,133977.41464381144,7.523332965059672,117.80607861442077,5.1,11.22653047124279,7517088.02250779,1607728.9757257374,21.38765664193167,4.675594043526233
Other,Ibadan,1181.5548707317475,118155.48707317475,8.950169309920803,246.97684409102945,5.3,9.527131678211155,6137503.672186511,1417865.844878097,23.101670004752545,4.3286913880869955
Bakery/Food Processing,Ibadan,2482.1590667533483,248215.90667533482,14.211770987104137,571.9393668758507,5.3,20.014183734505306,16399589.837984484,2978590.880104018,18.162593757101476,5.505821543847532
Bakery/Food Processing,Lagos,1042.3461435562965,104234.61435562964,10.585673697990831,355.10249180529485,5.0,8.908941397917065,6321919.055419069,1250815.3722675557,19.785374682951257,5.054238375691131
Salon/Personal Services,Lagos,199.89274022767972,19989.27402276797,6.050249323535494,418.73888358830465,5.0,1.708484959210938,1245212.0525908095,239871.28827321564,19.263489120116958,5.191167569719729
Small Manufacturing Plant,Kano,4746.368308805024,474636.83088050236,10.929465719995342,319.30424181761794,6.2,32.71552459887664,27520476.728336237,5695641.970566029,20.69601492295937,4.8318480814905005
Salon/Personal Services,Ibadan,420.0379503848582,42003.79503848582,6.288060538138666,234.45438341960434,5.3,3.386856558497486,2785253.5000777734,504045.54046182986,18.096935896418596,5.525797326816532
Agro-processing Unit,Kano,1942.7056384932246,194270.56384932247,7.1810902692164245,576.1962386391424,6.2,13.390582013325231,7403446.702435353,2331246.7661918695,31.488668182415758,3.175745618096452
Agro-processing Unit,Enugu,2998.399312605414,299839.9312605414,14.743875410839232,223.45005879636463,5.1,25.124847600179436,19737221.849948436,3598079.1751264967,18.229917069792155,5.485488475737764
Other,Kano,968.3501201398259,96835.01201398259,8.843087926760681,103.33111903098361,6.2,6.674594155912778,4499840.8544535125,1162020.1441677911,25.82358313889556,3.8724293008501864
Agro-processing Unit,Enugu,1947.5790936039593,194757.90936039592,15.57016854355783,422.6501928510767,5.1,16.319583489223724,10083210.694026528,2337094.912324751,23.178082688575447,4.3144207113080295
Small Manufacturing Plant,Kaduna,4414.251065949169,441425.1065949169,11.701078474401218,557.3388560108684,6.0,31.440534657757613,16349314.71772495,5297101.279139003,32.39953093199804,3.086464437089711
Bakery/Food Processing,Lagos,923.6494112237363,92364.94112237362,9.367209758854992,242.46581946389273,5.0,7.894439412168686,5485844.559185539,1108379.2934684835,20.204351062273627,4.9494289468531365
Welding Shop/Technical Services,Lagos,2564.8516244255757,256485.16244255757,17.910175441943657,182.36878311643417,5.0,21.92180875577415,14077630.35373921,3077821.949310691,21.86321044076271,4.573893677277867
Other,Kano,1786.322468033037,178632.24680330371,15.967473125181495,173.56156870297164,6.2,12.312672098380459,7395055.083591221,2143586.9616396446,28.986761253422145,3.449850748268543
Welding Shop/Technical Services,Kaduna,1798.665160398445,179866.51603984452,10.916074431510228,588.021367689607,6.0,12.81100541594334,9965280.02403941,2158398.1924781343,21.65918255454332,4.616979414997524
Other,Port Harcourt,607.5162323441272,60751.62323441271,15.589895653257384,233.80599279521044,4.8,5.408798364887172,4369195.704330434,729019.4788129525,16.685438880442014,5.993249606230969
Other,Kaduna,1542.4795878194727,154247.95878194727,11.040132051547953,368.097869714097,6.0,10.986321850566044,6568895.501964031,1850975.5053833672,28.177880205735423,3.548882998645358
Other,Enugu,1715.4400146544228,171544.00146544227,15.64998677980661,526.5327509468351,5.1,14.374392614835116,7471507.054868013,2058528.0175853074,27.5517108190922,3.6295386757146173
Other,Ibadan,401.34945308592035,40134.94530859203,14.304606636476938,126.99305719696957,5.3,3.236167175342044,2716765.8394918735,481619.3437031044,17.727672245510252,5.640898512512054
Small Manufacturing Plant,Kaduna,3955.3649880644384,395536.4988064438,12.583060980656262,271.50671661075694,6.0,28.17211529960426,14198292.44082687,4746437.985677326,33.42963955319761,2.9913574102666267
Welding Shop/Technical Services,Enugu,2039.223351606015,203922.3351606015,17.95831570558343,124.3695225420701,5.1,17.087509230819634,14948921.971489642,2447068.021927218,16.369528361939604,6.108911496345098
Salon/Personal Services,Kaduna,589.0464294686766,58904.64294686766,10.752011596627383,123.15538939903082,6.0,4.195487389378038,3151012.2013360094,706855.7153624119,22.432655610241987,4.457786975267583
Retail Store/Trading,Kaduna,326.9894106994476,32698.94106994476,17.391277274947402,533.7808231914692,6.0,2.328984406691222,1464322.5212375761,392387.29283933714,26.796507405193083,3.731829618236752
Agro-processing Unit,Abuja,3767.6049010375546,376760.49010375544,17.898393309928636,164.57346450468486,5.5,29.27431935538115,17523348.89328903,4521125.8812450655,25.80058132025514,3.875881661685408
Agro-processing Unit,Port Harcourt,2388.5983434101545,238859.83434101543,14.030628359098401,316.091396923356,4.8,21.266010892184422,10709611.267828085,2866318.012092185,26.76397807922935,3.7363653379168893
Retail Store/Trading,Enugu,534.7116267026668,53471.162670266676,10.293734992027117,376.5793475688987,5.1,4.480573376090722,2662305.4728010776,641653.9520432001,24.10143984597305,4.149129705074792
Welding Shop/Technical Services,Kano,2151.186857280164,215118.6857280164,7.937494008770881,309.45691063514147,6.2,14.827590689827433,8230666.89743424,2581424.2287361966,31.363488049077876,3.1884208747292098
Retail Store/Trading,Lagos,642.7774209678798,64277.74209678798,12.843443264776685,165.5589561017935,5.0,5.49382411083658,4092165.4727176996,771332.9051614557,18.849015522561363,5.30531686815711
Salon/Personal Services,Ibadan,632.4764049639864,63247.64049639864,6.302389137852836,245.15752054873946,5.3,5.099793621706066,2889636.0630266136,758971.6859567837,26.265303636951238,3.8073041675907144
Small Manufacturing Plant,Enugu,5230.744269874717,523074.4269874717,12.766715052664829,193.63933788097313,5.1,43.830603903759986,31183367.960190613,6276893.12384966,20.12897751090544,4.967962229865983
Salon/Personal Services,Kano,601.719527572981,60171.952757298095,12.80869132987288,487.93398520101294,6.2,4.147501568603397,3052754.299234626,722063.4330875771,23.652851238915947,4.227820104642199
Retail Store/Trading,Enugu,788.0201489518587,78802.01489518587,13.321295064434816,318.4977214209477,5.1,6.603151910104397,4088781.798944273,945624.1787422304,23.127283999023653,4.323897263691734
Agro-processing Unit,Lagos,1832.9553141688084,183295.53141688084,9.135996214624605,280.5047101043969,5.0,15.666284736485542,8052877.3584818095,2199546.37700257,27.313794549296915,3.661153700908031
Other,Enugu,1318.8087879108607,131880.87879108608,12.164494262583657,208.5014892777412,5.1,11.050852923670694,5690101.324036734,1582570.545493033,27.812695334752114,3.5954803659409973
Bakery/Food Processing,Port Harcourt,810.9894082425079,81098.94082425079,11.954870662809768,207.09429370923368,4.8,7.2203472956063735,3686268.403304305,973187.2898910095,26.400337235852433,3.787830401810059
Small Manufacturing Plant,Ibadan,5071.129052486873,507112.90524868725,6.287355183245802,371.65529621818496,5.3,40.88960693829118,32533810.316189066,6085354.8629842475,18.704709973538296,5.346247022352702
Bakery/Food Processing,Enugu,2400.506203760311,240050.62037603112,8.092911205337995,309.40721991282743,5.1,20.114850039888648,12616112.029371867,2880607.4445123733,22.832766844539453,4.3796707022353445
Retail Store/Trading,Kaduna,273.13759345371056,27313.759345371058,13.50818294713623,352.7924243279241,6.0,1.9454244547985082,1592368.969456091,327765.1121444527,20.583490285948496,4.858262549780777
Small Manufacturing Plant,Ibadan,3925.7793347449133,392577.93347449135,12.256524257684895,543.1160621579556,5.3,31.654405214843678,21293700.907609947,4710935.201693896,22.123609334675596,4.520058119235738
Other,Abuja,633.700313928814,63370.0313928814,6.270774140464167,523.9156865845055,5.5,4.923856363083248,3354127.2140361215,760440.3767145767,22.671781008553822,4.4107694919190985
Small Manufacturing Plant,Kaduna,4519.909788357672,451990.97883576725,16.687901465542108,378.3198728772449,6.0,32.193089660667184,22701055.07352841,5423891.7460292075,23.89268572963369,4.185381297506111
Salon/Personal Services,Port Harcourt,676.6047084738066,67660.47084738065,11.156080360261775,462.4229622085478,4.8,6.023902319033177,4730043.896957226,811925.6501685679,17.165287846289733,5.825710637390503
Retail Store/Trading,Port Harcourt,930.4331735118848,93043.31735118848,12.865475564666475,149.43183280930873,4.8,8.283771131694131,5048139.623605361,1116519.8082142617,22.117451010929994,4.521316672096709
Bakery/Food Processing,Ibadan,1256.9559455513368,125695.59455513368,8.38373492276887,185.7713651776531,5.3,10.135106801736306,5560473.710173088,1508347.1346616042,27.12623444117771,3.686468175921966
Other,Enugu,820.9062638967619,82090.62638967618,12.661605441038262,373.395396205108,5.1,6.878718484135762,4969343.989996194,985087.5166761142,19.82329093456194,5.0445710719833015
Bakery/Food Processing,Port Harcourt,1525.049570311164,152504.95703111638,13.385049357850026,94.86620908625126,4.8,13.577720533397114,8564704.582324289,1830059.4843733967,21.367456014189287,4.680014313991985
Bakery/Food Processing,Abuja,949.2400029988719,94924.0002998872,8.061953524291901,334.9426239221896,5.5,7.375602198903432,4993257.061885974,1139088.0035986463,22.812524760509884,4.383556885957102
Small Manufacturing Plant,Enugu,3248.9813754440975,324898.1375444097,9.399412841910928,270.17205989514673,5.1,27.224579985286553,20657430.955582008,3898777.6505329167,18.873487506341622,5.298437820058393
Salon/Personal Services,Kano,677.7129806067469,67771.29806067469,6.166345630954321,407.1583511301423,6.2,4.671305352955244,3258937.5643280996,813255.5767280962,24.95462280805513,4.007273552847327
Retail Store/Trading,Ibadan,735.1012248325483,73510.12248325483,15.58386936427964,563.0141164831723,5.3,5.927279671283246,4434266.244893401,882121.469799058,19.893290593791672,5.026820451273564
Small Manufacturing Plant,Lagos,2570.4824713225144,257048.24713225145,7.845404466158595,537.3942117307962,5.0,21.969935652329184,15767383.437538115,3084578.965587017,19.56303642773995,5.111680917702643
Retail Store/Trading,Ibadan,566.8148497496122,56681.48497496122,12.775087667201563,414.6649620477311,5.3,4.5703503446993405,3637626.613743859,680177.8196995347,18.698395737749816,5.34805238922781
Welding Shop/Technical Services,Abuja,2358.133208991275,235813.3208991275,17.180884839798097,598.3221795764183,5.5,18.32271335657556,14335226.39598397,2829759.8507895297,19.739903456162295,5.065880905754001
Agro-processing Unit,Port Harcourt,3300.3936523273505,330039.36523273506,9.44665451046181,533.8638212618889,4.8,29.38384661972356,20970544.848546255,3960472.3827928207,18.885882133231142,5.294960505130042
Salon/Personal Services,Port Harcourt,181.99359445149506,18199.359445149505,8.772970234493954,543.5621446050432,4.8,1.6203133409143078,1250170.9192115571,218392.31334179407,17.468996437665268,5.724427293624487
Salon/Personal Services,Abuja,316.5244843855807,31652.44843855807,8.647812715460981,125.96891122713598,5.5,2.4593977030736647,2089071.0432677157,379829.3812626968,18.18173596760833,5.500024869910937
Welding Shop/Technical Services,Ibadan,2718.223515293833,271822.3515293833,12.000699110293041,421.19126167978516,5.3,21.917622281033967,14748554.663987866,3261868.218352599,22.116527976244566,4.521505369532249
Salon/Personal Services,Ibadan,305.3931496487693,30539.31496487693,15.096485052134598,468.00304972915416,5.3,2.4624508115527273,1637788.9111640693,366471.7795785231,22.376008109497512,4.4690723881868335
Salon/Personal Services,Abuja,353.1887161903951,35318.871619039506,10.928191596123394,165.32965258661045,5.5,2.7442790690784387,2211060.8389152363,423826.4594284741,19.168466645920365,5.216901374909039
Small Manufacturing Plant,Lagos,5917.963581630165,591796.3581630165,13.74723092470094,563.9991343935335,5.0,50.58088531307833,37076878.184585094,7101556.297956198,19.153598268445123,5.220951102683743
Salon/Personal Services,Kano,347.2006033589365,34720.06033589365,15.382690955962676,471.2222541366081,6.2,2.3931665519639957,1264555.696538541,416640.7240307238,32.94759773501407,3.0351226454888995
Small Manufacturing Plant,Ibadan,4920.794781532895,492079.4781532895,17.587667703201603,266.45543485847355,5.3,39.67742929795916,33997399.22035666,5904953.737839474,17.3688395973059,5.757437014704835
Small Manufacturing Plant,Ibadan,2957.5106325641505,295751.0632564151,14.06050631092873,451.1203902624634,5.3,23.84704590037212,12217157.3709928,3549012.759076981,29.049415107833536,3.442410101160135
Bakery/Food Processing,Ibadan,1777.602974879985,177760.2974879985,8.481814717600756,327.45076791814546,5.3,14.333196056119858,11457362.708555913,2133123.569855982,18.617928262522828,5.371166898375915
Small Manufacturing Plant,Kaduna,3592.6640779919526,359266.40779919527,11.12959833800027,404.8702167145652,6.0,25.588775484273164,20561032.92471346,4311196.893590343,20.967803073786598,4.769216863020685
Bakery/Food Processing,Ibadan,2066.8650625744185,206686.50625744186,8.786696290816117,272.92894835582433,5.3,16.66557863711029,14686448.41522216,2480238.0750893024,16.887936449758634,5.921386564752808
Small Manufacturing Plant,Kano,3442.065498470702,344206.5498470702,8.38357936634243,480.8629709977111,6.2,23.72529293128413,12376388.344444796,4130478.5981648425,33.373860638583054,2.996356971791013
Salon/Personal Services,Abuja,741.0142513840451,74101.4251384045,10.44278622821492,463.2034084055718,5.5,5.757686490940521,4253449.119215873,889217.1016608541,20.905789084054728,4.783364052795885
Salon/Personal Services,Kaduna,733.0469380868672,73304.69380868672,16.15349052636278,150.54736369657425,6.0,5.221132037655749,3504090.8629518035,879656.3257042406,25.103696225594696,3.983477138240866
Salon/Personal Services,Kaduna,771.5897229836849,77158.97229836849,10.52011728515355,236.58236364560997,6.0,5.495653297604592,3474644.2842705334,925907.6675804219,26.64755272279064,3.7526898263521886
Retail Store/Trading,Kano,249.94506182222426,24994.506182222427,11.834083849258596,109.95748860251078,6.2,1.7228085319976856,923644.900511239,299934.07418666914,32.472877186963856,3.0794930619866574
Agro-processing Unit,Ibadan,2121.3495523185647,212134.95523185647,9.803311461207377,494.85447792042623,5.3,17.104898825339177,12402106.128924798,2545619.4627822777,20.525702943673892,4.871940331321048
Small Manufacturing Plant,Abuja,5564.210276385638,556421.0276385639,9.629595809537637,522.2839666845157,5.5,43.233957081473484,29901309.010374404,6677052.331662767,22.330301089313952,4.478219957717205
Salon/Personal Services,Kano,707.2001092903641,70720.01092903642,15.175811404618482,130.68231270834985,6.2,4.874552724637194,2641138.8498598137,848640.131148437,32.13159850317908,3.1122012180659504
Retail Store/Trading,Kaduna,752.2582775205832,75225.82775205832,17.340288774966826,425.3972633219364,6.0,5.357964939605293,3991661.3917635665,902709.9330246998,22.614892507850502,4.421864926631252
Agro-processing Unit,Enugu,2329.042122769585,232904.2122769585,12.006951809169976,405.1487738430795,5.1,19.516022480053504,15518775.113659542,2794850.547323502,18.009479013994408,5.552631473808554
Small Manufacturing Plant,Lagos,4286.996430549762,428699.64305497624,7.439435300771638,221.63522455861136,5.0,36.64099513290395,29566033.764247794,5144395.716659715,17.399681532125168,5.747231626933471
Welding Shop/Technical Services,Kano,2604.792061107265,260479.2061107265,16.33701655314621,125.51501799356363,6.2,17.954177426986938,15479181.057373658,3125750.473328718,20.19325480943151,4.952148672600008
Welding Shop/Technical Services,Kano,2904.7735047974493,290477.35047974496,9.945871414183312,414.272556301896,6.2,20.021874171474007,13290285.754135886,3485728.2057569395,26.22763927157995,3.8127716705467716
Small Manufacturing Plant,Lagos,5131.3880108483845,513138.80108483846,15.743354815654602,570.1623362242616,5.0,43.85801718673833,38648961.33994595,6157665.613018062,15.932292614171125,6.276560594365062
Welding Shop/Technical Services,Lagos,1625.8390960576453,162583.90960576452,16.302077454618654,122.42779688991386,5.0,13.896060650065344,11758454.125584261,1951006.9152691741,16.592375957177374,6.026864401944975
Small Manufacturing Plant,Kaduna,4967.643172237575,496764.31722375745,14.90373275416783,422.7477826607262,6.0,35.382073876336,21887373.13433548,5961171.806685089,27.235665833893936,3.6716561515288206
Retail Store/Trading,Kaduna,401.8517889081224,40185.17889081224,16.47651776418244,142.87215485371723,6.0,2.86219222869033,1613455.5830106898,482222.1466897469,29.887537764747503,3.345876157049996
Agro-processing Unit,Ibadan,1634.086978802077,163408.6978802077,14.609579887342946,311.51164337800355,5.3,13.175995636204458,8882673.331475189,1960904.3745624926,22.075610589147214,4.529886029479152
Agro-processing Unit,Port Harcourt,3622.74504989669,362274.504989669,10.600765692699108,142.55322367924205,4.8,32.253784276145744,21311993.82898225,4347294.059876028,20.398345151377292,4.902358463781951
Agro-processing Unit,Lagos,3591.1054811746744,359110.54811746744,12.58691557968086,154.0576858146952,5.0,30.693209240809182,22414873.861406177,4309326.577409609,19.225299254658697,5.2014795023681035
Retail Store/Trading,Port Harcourt,776.3071988691567,77630.71988691567,12.133363661874007,382.3721402321759,4.8,6.911566941498902,5068628.669742275,931568.638642988,18.379106052966307,5.440961040858701
Other,Ibadan,1083.5271749511892,108352.71749511892,15.944507805816077,506.2594936256774,5.3,8.736713231343243,6989325.0995787205,1300232.6099414271,18.60312106557754,5.375442091006759
Welding Shop/Technical Services,Ibadan,2418.7776436487725,241877.76436487725,7.264816528757548,511.3696240472379,5.3,19.503125654320048,13729341.919051528,2902533.172378527,21.141094667842932,4.730124034310623
Bakery/Food Processing,Abuja,1940.7220669059466,194072.20669059467,14.364289992051594,249.6405622221294,5.5,15.079425539284742,8171978.853201353,2328866.480287136,28.49819513880421,3.5089941490307313
Bakery/Food Processing,Abuja,2294.7752454669117,229477.52454669116,14.70445920281829,111.92475659105696,5.5,17.83042148769939,15036689.252710618,2753730.2945602937,18.313408279444808,5.4604800195625645
Welding Shop/Technical Services,Abuja,1815.5560688123253,181555.60688123252,16.636564343521698,75.95818593355844,5.5,14.106884761556527,8801367.692060273,2178667.2825747905,24.75373554203592,4.039794310243944
Agro-processing Unit,Kaduna,3903.5415491051235,390354.1549105123,14.149950819834753,397.2567877038571,6.0,27.80300248650373,24703495.524867438,4684249.858926148,18.96189085553019,5.273735660746895
